size  wdev0.csv  hm1.csv
20  10.46 18.29
21  12.86 36.47
22  14.88 77.53
23  18.19 87.49
24  46.98 93.78
25  65.81 95.03
26  70.49 97.57
27  82.65 98.4
28  91.51 98.55
29  93.13 98.55
30  93.13 98.55
